cluster_id	cluster_name	cluster_type	representative_queries	query_count	sku_count	candidate_primary_skus	family_scope	notes
UNCLEAR::e37255c2ae	Неясный запрос	unclear	перук	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::e39ad6111d	Неясный запрос	unclear	все для близнецов	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::e49a19689f	Неясный запрос	unclear	кольцо чернобога	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::e7e910ec3f	Неясный запрос	unclear	сварочник сварог	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::e87080a47b	Неясный запрос	unclear	брелок гром и	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::e88919b9ed	Неясный запрос	unclear	брелок коза	1	3		MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::e9a366ab46	Неясный запрос	unclear	браслет мужской дажьбог	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::ec66302456	Неясный запрос	unclear	для тельцов	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::ed1874bb32	Неясный запрос	unclear	богиня	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::efe125fc90	Неясный запрос	unclear	магические	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::f0c23a812f	Неясный запрос	unclear	браслет из перу	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::f0e41f0eed	Неясный запрос	unclear	dtlmvbyf gjldtcrf	1	4		MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::f1158b4ee0	Неясный запрос	unclear	перун	1	2		MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::f27acc5211	Неясный запрос	unclear	бусины руны	1	2		MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::f2f2c15810	Неясный запрос	unclear	песок для благ	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::f437be9c5f	Неясный запрос	unclear	кружка для близнеца	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::f5f0a8b9b4	Неясный запрос	unclear	браслет женский для водолея	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::f8fd3b1d99	Неясный запрос	unclear	сито для муки	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::fcd1b0edf4	Неясный запрос	unclear	браслет мужской для близнеца	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
UNCLEAR::fe55794c10	Неясный запрос	unclear	брелок аудра	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
USE::car_mirror	Подвеска/талисман в автомобиль на зеркало	use_case	3d подвеска в машину на зеркало || 3д подвеска в машину на зеркало || enjoy the silence подвеска в машину || forza кимоно подвеска в машину || fox racing подвеска на зеркало || mirroreffect брелок оберег с зеркалом || monster energy подвеска на зеркало в машину || no pasaran подвеска в машину	995	74		MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
USE::gift	Подарочный запрос	use_case	деревянная коробка для подарка мужчине || дорожный набор подарочный для мужчин || подарок || подарок для девушки || подарок для девы || подарок для девы мужчины || подарок женщине || подарок знак	17	21		MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
USE::protection	Защита/оберег/талисман	use_case	амулет для защиты || амулет оберег || амулет оберег бык || амулет от сглаза || амулет подвеска талисман || амулет талисман мужской || амулеты и обереги || амулеты и обереги набор	157	74		MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::алатырь	алатырь	variant_specific	алатырь || алатырь агат || алатырь амулет мужской || алатырь бляшка || алатырь большой || алатырь в машину || алатырь в солнце || алатырь закладка	17	1	1640251697	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::белобог	белобог	variant_specific	белобог чернобог футболка || молд белобог	2	1	1630033296	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::валькнут	валькнут	variant_specific	валькнут || валькнут коврик на пол || валькнут подвеска в машину || майка валькнут || трафарет узел валькнутв	5	1	1611695246	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::вегвизир	вегвизир	variant_specific	вегвизир в машину || компас вегвизир	2	1	1602722942	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::велес	велес	variant_specific	амулет велеса браслет || амулет знак велеса серебро || амулеты дерева печать велеса || велес || велес оберег волк || велес. красная кровь || оберег велеса	7	1	1636041142	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::герб	герб	variant_specific	аксессуары на машину герб || герб || герб рости наклека на машину || подвеска в машину герб || подвеска герб в машину	5	2	2559748332;2559817779	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::герб россии	герб россии	variant_specific	шифрондля школы герб россии	1	1	2559817779	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::громовик	громовик	variant_specific	брелок громовик || громовик колесо || громовик оберег с	3	1	1640330072	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::гунгнир	гунгнир	variant_specific	гунгнир копье не || гунгнир копьем одиума || доска гунгнир || коп гунгнир один || руна гунгнира футболка	5	1	1611643847	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::даждьбог	даждьбог	variant_specific	аметист даждьбог || даждьбог || даждьбог бусина	3	1	2184932293	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::древо	древо	variant_specific	подвеска в машину на зеркало из камня с древом || подвеска в машину на зеркало из камня с древом жизни	2	1	1623753672	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::древо жизни	древо жизни	variant_specific	древо жизни || древо жизни кресты || подвеска на зеркало в машину древо жизни	3	1	1623753672	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::жива	жива	variant_specific	богиня жива амулет || жива || жива кулон || славянские смулетв жива	4	1	2183808182	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::жизни	жизни	variant_specific	дерево жизни || дерево жизни валькнут || доево жизни || подвеска дерево жизни на зеркале	4	1	1623753672	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::звезда	звезда	variant_specific	амулет звезда руси || амулет тзвезда	2	1	2184234912	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::звезда лады	звезда лады	variant_specific	амулет звезда лады || звезда лады в машину подвеска	2	1	2184234912	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::златоуст	златоуст	variant_specific	златоуст	1	1	1943215793	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::знич	знич	variant_specific	славянские обереги знич	1	1	1640326230	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::инь и ян	инь и ян	variant_specific	ботинки инь и ян	1	1	1629553898	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::инь ян	инь ян	variant_specific	инь ян || инь ян конверт || инь ян свечи || инь ян ткань || инь янь || инь янь на машину || инь янь эмблема || кольцо инь ян	13	1	1629553898	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::иоанн	иоанн	variant_specific	иоанн хозевит	1	1	1943215793	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::козерог	козерог	variant_specific	брошь оберег для козерога || знак козерога подст || знак козерога серебро || подарок для козерога || серьги с козерогом	5	3		MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::колядник	колядник	variant_specific	колядник оберег || славянский оберег колядник	2	1	1640326205	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::компас	компас	variant_specific	акомпас в тысячных	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::копье	копье	variant_specific	копье || копье 1/12 || копье бога || копье дерева 200 см || копье ммг	5	1	1611643847	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::крест	крест	variant_specific	акриловые крест || армянский кругдый крест аревахач в машину на зеркало || крестик деревянный в машину	3	1	1640251697	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::макошь	макошь	variant_specific	деревянная бусина с стмволом макошь || макошь || макошь доска || макошь оберег || макошь славянский оберег || молд берегиня макошь	6	1	2184133137	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::мара	мара	variant_specific	богиня мара || картина богиня мара || мара	3	1	2184199958	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::молвинец	молвинец	variant_specific	брелок для ключей молвинец || магический амулет , молвинец оберег || молвинец в || молвинец золотой || молвинец оберег	5	1	1640306007	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::молитва	молитва	variant_specific	келейная книжица иоанна крестьянина молитва || молитва || молитва оберег в дом	3	1	1943215793	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::овен	овен	variant_specific	домовенок в тележке оберег	1	1		SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::перун	перун	variant_specific	брелок для ключей с перун || гобелен перун || кружка перун || кумит бога перуна || перун || свеча перун	6	1	2183985513	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::печать велеса	печать велеса	variant_specific	печать велеса || печать велеса медвежья лапа в машину || печать велеса на шею || печать велеса подвеска в автомобиль || печать велеса серебро	5	1	1636048691	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::ратиборец	ратиборец	variant_specific	кольцо ратиборец	1	1	1640276582	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::россии	россии	variant_specific	флаги россии маленькие на присоске в машину	1	1	2559817779	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::рунический	рунический	variant_specific	рунический амулет	1	1	1602722942	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::сварог	сварог	variant_specific	1600013 сварог || бесболка сварог || молот сварога подвеска	3	1	2183921966	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::сварога	сварога	variant_specific	звезда сварога подвеска || оберег сварога	2	1	1640251697	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::семаргл	семаргл	variant_specific	деревянная семаргл || оберег семаргл || оберег семаргла || ооо семаргл || славянский бог семаргл магнит на холодильник	5	1	2184153852	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::скорпион	скорпион	variant_specific	амулеты , обереги для скорпиона женский || камень скорпиона подвеска || камни талисманы скорпионы || колонки в машину скорпионы || оберег для мужчины скорпиона	5	3		MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::спаси и сохрани	спаси и сохрани	variant_specific	адидас спаси и сохрани коыту || брелокмтамара спаси и сохрани || брслет охранный спаси и сохрани || спаси и сохрани в машину с подсветкой	4	1	2326866320	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::спаси сохрани	спаси сохрани	variant_specific	иконка спаси сохрани	1	1	2326866320	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::триглав	триглав	variant_specific	вто триглав || триглав	2	1	1640264403	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::ужаса	ужаса	variant_specific	браслет мужской с шлем ужаса || браслет шлем ужаса серебро || бусина шлем ужаса || шлем ужаса || шлем ужаса подвеска || шлем ужаса серебро || шлем ужаса шарм	7	1	1602717077	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::узел	узел	variant_specific	подвеска узел || узел анама кара подвеска || узел подвеска в машину	3	1	1611695246	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::хорс	хорс	variant_specific	в машине хобби хорс || посуда хорс || символ хорса	3	1	2184168890	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::чернобог	чернобог	variant_specific	бусина чернобог || джокер чернобога || чернобог	3	1	1630040194	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
VARIANT::шлем	шлем	variant_specific	зеркало на шлем || зеркальце на шлем || кому в шлем || шлем || шлем брелок на	5	1	1602717077	SINGLE_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::близнецы	Знак зодиака: близнецы	zodiac_specific	амулет близнецы в машин || амулет близнецы в машину подвеска || близнецы || близнецы бусина || близнецы в машину подвеска в салон || близнецы для рукоделия || близнецы драконы || близнецы мужчина	21	3	1720131759;2271210394;2186856503	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::весы	Знак зодиака: весы	zodiac_specific	автобильные весы || автомобильные весы || амулет весы || амулеты обереги и талисманы по знаку зодиака весы || блюдо весы знак зодиака || брилки с знаком зодиака весы || брошка знак зодиака весы || бусина знак зодиака весы	33	5	2186802133;2271219774;1720137256	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::водолей	Знак зодиака: водолей	zodiac_specific	аквамарин подвеска водолей ровновесие || блакнот водолей || брелок водолей телефон || в машину фигурка водолей || витрина водолей || водолей || водолей в машину || водолей знак зодиака камееь	24	3	2186846833;1720141903;2271234726	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::дева	Знак зодиака: дева	zodiac_specific	брелок в машину знак зодиака дева || брелок дева || брелок дева знак зодиака || брелок знак зодиака дева дева || брелок подвеска дева || в машину женская дева || все для знака зодиака дева || горшок дева знак зодиака	51	7	2186843798;2186865070;1720144370;2271240621	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::козерог	Знак зодиака: козерог	zodiac_specific	амулет козерог и клевер || брелок козерог мягкий || брелок со знаком зодиака козерог || брелок талисман козерог || гексаграмма козерог || декоративный элемент козерог || денежная карта талисман козерог || зназодиака козерог	33	3	2271246783;2186852750;1720147059	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::лев	Знак зодиака: лев	zodiac_specific	94049007 подвеска лев || браслет по знаку зодиака лев || брелок знаки зодиака лев || брелок талисман лев в машину || бусина лев знак зодиака оберег || в машину подвеска лев || висюльки для авто на зеркало знак зодиака лев || для машины лев	24	5	1720151850;2186857668;2271188511	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::овен	Знак зодиака: овен	zodiac_specific	брелок черный овен || брилок овен || бусина овен || бусинка знак зодиака овен || в машину овен || знак овен женский || игрушка в машину овен || маленький кулон овен	17	4	2186850644;2271251938;1720148880	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::рак	Знак зодиака: рак	zodiac_specific	амулеты для знака зодиака рак || амулеты на шею рак мужские || амулеты обереги и талисманы рак || знак зодиака рак || знак зодиака рак подвеска шарм || знак рак || знаки зодиака фигурки рак || карманные календари знак зодиак рак	22	5	2186796339;2271262133;1720153914	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::рыбы	Знак зодиака: рыбы	zodiac_specific	амулет рыбы || ежедневник знак зодиака рыбы 2027 || знак зодиака рыбы большой || знак зодиака рыбы серебро мужская || знакак зодиака рыбы || знаки зодиака рыбы фигурки || кулон мужской рыбы || ловец снов рыбы	13	3	1720155616;2186848313;2271270261	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::скорпион	Знак зодиака: скорпион	zodiac_specific	yamasaki скорпион || аксессуары в машину подвеска на зеркало скорпион || амулет мужской на шею скорпион || амулет скорпион || амулет скорпион на || амулет скорпион на шею талисман || аодвеска скорпион || бусина знак скорпион	33	13	1720160556;2186836116;2271275793	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::стрелец	Знак зодиака: стрелец	zodiac_specific	антена на рроп стрелец || брошь стрелец || висюльки в машину на зеркало знак диака стрелец || дневник знака зодиака стрелец ♐ || железный стрелец || знак зодиака стрелец подвеска мужская в машину || знак стрелец светодиодная в машину 99 || колокольчик оберег в машину стрелец	25	3	2271285786;1720124782;2186839757	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
ZODIAC_SIGN::телец	Знак зодиака: телец	zodiac_specific	my jewelry телец || аромадиффузор в машину телец || брелок знак зодиака телец || брелок мягкий телец || брелок телец деревянный || брелок телец и || брошь телец || бусы мужские черные телец	30	3	2271292556;2186766628;1720161841	MULTI_SKU	Deterministic evidence-derived primary concept; ambiguous queries retain UNCLEAR clusters.
