schema_version,marketplace,marketplace_product_id,marketplace_sku,observed_identity_name,product_family,opportunity_id,relation_type,evidence_mode,mapping_status,relation_reason,current_identity_status,ordered_units_90d_historical,current_identity_ref,relation_evidence_ref
1.0,ozon,1832435919,2184932293,"""Даждьбог""",slavic_symbols_oberegs,OU01,CATEGORY_MEMBER,DERIVED,MAPPED,Fresh identity is exact-continuity with the accepted Slavic-symbol research-family classification; OU01 is the broad Slavic category lane.,FRESH_EXACT_20260826,10,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1834930939,2186766628,"Знак зодиака ""Телец"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,5,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1834968755,2186796339,"Знак зодиака ""Рак"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,4,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1834976037,2186802133,"Знак зодиака ""Весы"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,5,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835021816,2186836116,"Знак зодиака ""Скорпион"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,9,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835026306,2186839757,"Знак зодиака ""Стрелец"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,7,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835030733,2186843798,"Знак зодиака ""Дева"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,5,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835035733,2186846833,"Знак зодиака ""Водолей"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,2,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835037959,2186848313,"Знак зодиака ""Рыбы"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,6,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835042242,2186850644,"Знак зодиака ""Овен"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,9,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835045239,2186852750,"Знак зодиака ""Козерог"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,0,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835048645,2186856503,"Знак зодиака ""Близнецы"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,4,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835050645,2186857668,"Знак зодиака ""Лев"" (Античность)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,26,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1835063317,2186865070,"Знак зодиака ""Дева"" (Античность 2)",zodiac_antique,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,1,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1947980208,2271188511,"Знак зодиака ""Лев"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,13,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948032144,2271210394,"Знак зодиака ""Близнецы"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,30,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948039800,2271219774,"Знак зодиака ""Весы"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,6,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948064495,2271234726,"Знак зодиака ""Водолей"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,6,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948071647,2271240621,"Знак зодиака ""Дева"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,3,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948079096,2271246783,"Знак зодиака ""Козерог"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,2,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948085774,2271251938,"Знак зодиака ""Овен"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,4,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948098351,2271262133,"Знак зодиака ""Рак"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,11,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948107866,2271270261,"Знак зодиака ""Рыбы"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,12,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948116414,2271275793,"Знак зодиака ""Скорпион"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,5,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948128035,2271285786,"Знак зодиака ""Стрелец"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,4,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,1948138072,2271292556,"Знак зодиака ""Телец"" (Символы)",zodiac_symbols,OU09,REOPEN_TEST,DERIVED,REOPEN_TEST,Current identity belongs to one of three coherent seller zodiac variant families; map only as the Stage 06 OU09 reopen test not as a primary acquisition opportunity.,FRESH_EXACT_20260826,6,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,2020661872,2326866320,Спаси и Сохрани,orthodox_christian,,,DERIVED,NO_ACCEPTED_R3_RELATION,"Current listing identity is real, but no accepted R3 OU01–OU10 relation is directly supported by current Stage 06 evidence.",FRESH_EXACT_20260826,22,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/research/R3_OPPORTUNITY_MAP_FINAL_2026-08-26.md
1.0,ozon,2324003802,2559437928,"""Чур""",slavic_symbols_oberegs,OU01,CATEGORY_MEMBER,DERIVED,MAPPED,Fresh identity is exact-continuity with the accepted Slavic-symbol research-family classification; OU01 is the broad Slavic category lane.,FRESH_EXACT_20260826,77,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/data/normalized/marketplace/ozon/20260812__ozon__product-master__current76.csv
1.0,ozon,2324384021,2559748332,"""Герб России""",patriotic,,,DERIVED,NO_ACCEPTED_R3_RELATION,"Current listing identity is real, but no accepted R3 OU01–OU10 relation is directly supported by current Stage 06 evidence.",FRESH_EXACT_20260826,33,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/research/R3_OPPORTUNITY_MAP_FINAL_2026-08-26.md
1.0,ozon,2324467855,2559817779,"""Герб России"" (Логотип)",patriotic,,,DERIVED,NO_ACCEPTED_R3_RELATION,"Current listing identity is real, but no accepted R3 OU01–OU10 relation is directly supported by current Stage 06 evidence.",FRESH_EXACT_20260826,0,marketing/data/normalized/marketplace/ozon/20260826__ozon__product-master__fresh-current76.csv,marketing/research/R3_OPPORTUNITY_MAP_FINAL_2026-08-26.md
